positionCode,catches,height,weight,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountryCode,midtermRank,finalRank,draftYear,international,fullName
G,L,76,202,NA,NA,1995-08-08,Scarborough,ON,CAN,15,18,2013,FALSE,Jordan Dekort
G,R,73,181,WASHINGTON,NHL,1993-12-18,Lakeville,MN,USA,23,19,2013,FALSE,Charlie Lindgren
G,L,72,185,NA,NA,1994-06-18,Sault Ste. Marie,ON,CAN,16,20,2013,FALSE,Jake Patterson
G,L,72,202,NA,NA,1995-05-07,St-Odilon,QC,CAN,NA,21,2013,FALSE,Steven Veilleux
G,L,74,216,NA,NA,1995-05-05,Montreal,QC,CAN,19,22,2013,FALSE,Eric Brassard
G,L,72,185,REGENSBURG,GERMANY-2,1993-02-01,Jyvaskyla,NA,FIN,20,23,2013,FALSE,Eetu Laurikainen
G,L,73,165,NA,NA,1994-11-07,Raleigh,NC,USA,30,24,2013,FALSE,Sean Romeo
G,L,75,199,NA,NA,1995-02-13,Saskatoon,SK,CAN,28,25,2013,FALSE,Mack Shields
G,L,76,184,Proctor Academy,HIGH-NH,1995-08-22,Preston,ID,USA,34,26,2013,FALSE,Merrick Madsen
G,L,73,190,NA,NA,1995-06-09,Thunder Bay,ON,CAN,26,27,2013,FALSE,Jackson Whistle
G,L,77,221,NA,NA,1993-08-14,Victoria,BC,CAN,33,28,2013,FALSE,Chad Katunar
G,L,72,193,NA,NA,1995-03-30,Bonnyville,AB,CAN,17,29,2013,FALSE,Brett Zarowny
G,L,72,164,NA,NA,1994-08-29,Nipawin,SK,CAN,NA,30,2013,FALSE,Taran Kozun
G,L,72,164,NA,NA,1993-05-28,North York,ON,CAN,14,31,2013,FALSE,Frank Palazzese
G,L,71,179,NA,NA,1995-06-30,Toronto,ON,CAN,21,32,2013,FALSE,Charlie Graham
G,L,74,183,NA,NA,1995-03-16,Ottawa,ON,CAN,24,33,2013,FALSE,Jacob Blair
G,L,78,209,NA,NA,1993-09-28,Montreal,QC,CAN,NA,34,2013,FALSE,Philippe Trudeau
G,L,78,200,NA,NA,1994-07-08,Sherwood Park,AB,CAN,NA,35,2013,FALSE,Troy Trombley
G,L,72,196,NA,NA,1994-03-18,Ann Arbor,MI,USA,22,NA,2013,FALSE,Brandon Hope
G,L,72,160,NA,NA,1993-09-29,Terrebonne,QC,CAN,27,NA,2013,FALSE,Etienne Marcoux
G,L,72,181,NA,NA,1995-01-02,Toronto,ON,CAN,29,NA,2013,FALSE,Alex Fotinos
G,L,73,186,NA,NA,1995-01-31,Edmonton,AB,CAN,31,NA,2013,FALSE,Wyatt Hoflin
G,L,77,217,NA,NA,1993-03-23,Oakville,ON,CAN,32,NA,2013,FALSE,Adam Clark
G,L,76,199,Boston College,H-EAST,1995-12-08,San Diego,CA,USA,1,1,2014,FALSE,Thatcher Demko
G,L,75,205,HIFK,FINLAND,1995-02-06,Helsinki,NA,FIN,1,1,2014,TRUE,Ville Husso
G,L,76,198,Brynas Jr.,SWEDEN-JR.,1995-09-19,Gavle,NA,SWE,3,2,2014,TRUE,Jonas Johansson
G,R,76,204,Charlottetown,QMJHL,1996-04-23,Halifax,NS,CAN,7,2,2014,FALSE,Mason McDonald
G,L,76,201,Niagara,OHL,1996-07-05,Ottawa,ON,CAN,6,3,2014,FALSE,Brent Moran
G,L,76,198,Djurgarden Jr.,SWEDEN-JR.,1996-08-23,Stockholm,NA,SWE,6,3,2014,TRUE,Linus Soderstrom
G,L,74,216,Blues Jr.,Finland Jr.,1996-08-16,Helsinki,NA,FIN,2,4,2014,TRUE,Kaapo Kahkonen
G,L,72,192,Plymouth,OHL,1996-01-07,Parma,OH,USA,5,4,2014,FALSE,Alex Nedeljkovic
G,L,74,176,Novokuznetsk,RUSSIA,1995-08-04,Mezhdurechensk,NA,RUS,4,5,2014,TRUE,Ilya Sorokin
G,L,73,209,NA,NA,1995-10-26,Iserlohn,NA,DEU,NA,5,2014,FALSE,Kevin Reich
G,L,76,203,Sault Ste. Marie,OHL,1996-03-29,Traverse City,MI,USA,9,6,2014,FALSE,Brandon Halverson
G,L,75,192,Lugano,SWISS,1994-04-13,Riga,NA,LVA,11,6,2014,TRUE,Elvis Merzlikins
G,L,76,191,NA,NA,1996-03-29,Columbus,GA,USA,2,7,2014,FALSE,Edwin Minney
G,L,73,187,Spartak 2,RUSSIA-JR.,1995-12-30,Moscow,NA,RUS,9,7,2014,TRUE,Igor Shesterkin
G,L,75,194,Wenatchee,NAHL,1996-02-08,Grand Forks,ND,USA,4,8,2014,FALSE,Thomas (Chase) Perry
G,L,73,180,Liberec Jr.,CZREP-JR.,1996-01-09,Havlickuv Brod,NA,CZE,7,8,2014,TRUE,Vitek Vanecek
G,L,73,207,Slovakia U18,SLOVAKIA-2,1996-01-04,Poprad,NA,SVK,5,9,2014,TRUE,Maximilian Pajpach
G,L,74,201,NA,NA,1993-10-02,Vantaa,NA,FIN,16,9,2014,FALSE,Kasimir Kaskisuo
G,L,70,185,RAPPERSWIL,SWISS,1994-12-16,Volketswil,NA,CHE,8,10,2014,TRUE,Melvin Nyffeler
G,L,74,204,Val d'Or,QMJHL,1996-04-19,Alma,QC,CAN,10,10,2014,FALSE,Keven Bouchard
G,L,75,200,NA,NA,1996-02-05,Los Angeles,CA,USA,3,11,2014,FALSE,Blake Weyrick
G,R,77,218,Davos,SWISS,1996-03-01,Buelach,NA,CHE,12,11,2014,TRUE,Gilles Senn
G,L,73,180,NA,NA,1996-08-27,Linkoping,NA,SWE,13,12,2014,TRUE,Mikael Saari
G,L,74,190,NA,NA,1996-04-29,Windsor,ON,CAN,18,12,2014,FALSE,Matthew Mancina
G,L,70,185,AALBORG,DENMARK,1995-05-15,Herning,NA,DNK,14,13,2014,TRUE,George Sorensen
G,L,77,187,Victoria,BCHL,1996-05-05,Nanaimo,BC,CAN,26,13,2014,FALSE,Alec Dillon
G,R,75,205,Pardubice Jr.,CZREP-JR.,1996-05-25,Trebic,NA,CZE,15,14,2014,TRUE,Karel Vejmelka
G,L,74,197,Cushing Academy,HIGH-MA,1996-08-19,Boston,MA,USA,NA,14,2014,FALSE,Joel Daccord
G,L,72,176,INGOLSTADT,GERMANY,1995-10-30,Saginaw,MI,USA,14,15,2014,FALSE,Devin Williams
G,L,73,196,NA,NA,1996-08-17,Raleigh,NC,USA,NA,16,2014,FALSE,Logan Halladay
G,L,73,200,NA,NA,1995-10-07,Thompson,MB,CAN,13,17,2014,FALSE,Justin Paulic
G,L,74,186,NA,NA,1996-08-20,Whitehorse,YT,CAN,8,18,2014,FALSE,Ty Edmonds
G,L,72,205,NA,NA,1995-10-03,Maple Ridge,BC,CAN,NA,19,2014,FALSE,Jeffrey Smith
G,L,74,190,U. of Michigan,BIG10,1994-01-30,Ridgewood,NJ,USA,21,20,2014,FALSE,Zachary Nagelvoort
G,L,71,164,NA,NA,1996-03-11,Montreal,QC,CAN,12,21,2014,FALSE,Julio Billia
G,L,72,188,NA,NA,1995-05-27,Winnipeg,MB,CAN,11,22,2014,FALSE,Austin Lotz
G,L,73,187,NA,NA,1995-04-21,Montreal,QC,CAN,20,23,2014,FALSE,Louis-Philip Guindon
G,L,73,170,NA,NA,1996-04-10,Edmonton,AB,CAN,NA,24,2014,FALSE,Jordan Papirny
G,L,79,233,NA,NA,1995-12-20,Halifax,NS,CAN,NA,25,2014,FALSE,Jack Flinn
G,L,75,200,NA,NA,1996-04-07,Brampton,ON,CAN,15,26,2014,FALSE,Hayden Lavigne
G,L,76,209,CHARLOTTE,AHL,1995-04-10,North Bay,ON,CAN,33,27,2014,FALSE,Ken Appleby
G,L,72,180,NA,NA,1995-03-16,Winnipeg,MB,CAN,24,28,2014,FALSE,Alexander Moodie
G,L,76,214,NA,NA,1995-08-24,Edmonton,AB,CAN,29,29,2014,FALSE,Landon Bow
G,L,72,187,NA,NA,1996-02-09,Anchorage,AK,USA,30,30,2014,FALSE,Eric Schierhorn
G,R,72,187,NA,NA,1996-08-14,Kiruna,NA,SWE,10,NA,2014,TRUE,Jesper Eriksson
G,L,72,178,OMSK,RUSSIA,1995-11-01,Moscow,NA,RUS,17,NA,2014,FALSE,Nikita Serebryakov
G,L,74,178,NA,NA,1995-10-28,Falmouth,MA,USA,19,NA,2014,FALSE,Sean Cleary
G,L,73,216,NA,NA,1995-11-10,Gatineau,QC,CAN,22,NA,2014,FALSE,Storm Phaneuf
G,L,74,216,NA,NA,1995-05-05,Montreal,QC,CAN,23,NA,2014,FALSE,Eric Brassard
G,L,76,248,NA,NA,1995-03-24,Weymouth,MA,USA,25,NA,2014,FALSE,Robert McGovern
G,L,72,181,NA,NA,1996-02-01,Longueuil,QC,CAN,27,NA,2014,FALSE,Alex Bureau
G,L,73,212,NA,NA,1996-06-01,Sault Ste. Marie,ON,CAN,28,NA,2014,FALSE,Cameron Hackett
G,L,72,200,NA,NA,1996-07-22,St. Louis,MO,USA,31,NA,2014,FALSE,Drew Vogler
G,L,73,174,BRIDGEPORT,AHL,1995-07-07,St. Paul,MN,USA,32,NA,2014,FALSE,Hunter Miska
G,L,72,198,NA,NA,1995-12-04,Omaha,NE,USA,34,NA,2014,FALSE,Jason Pawloski
G,R,75,198,NA,NA,1995-10-12,Woodbridge,ON,CAN,NA,NA,2014,FALSE,Christian Short
G,L,76,203,Magnitogorsk 2,RUSSIA-JR.,1997-02-22,Magnitogorsk,NA,RUS,1,1,2015,TRUE,Ilya Samsonov
G,L,76,224,Barrie,OHL,1996-12-09,Thunder Bay,ON,CAN,1,1,2015,FALSE,Mackenzie Blackwood
G,L,76,190,Quebec,QMJHL,1997-05-21,Montreal,QC,CAN,2,2,2015,FALSE,Callum Booth
G,L,77,187,Kladno,CZREP-2,1997-08-20,Prague,NA,CZE,2,2,2015,TRUE,Daniel Vladar
G,L,74,191,Brynas Jr.,SWEDEN-JR.,1997-01-12,Gavle,NA,SWE,3,3,2015,TRUE,Felix Sandstrom
G,L,75,191,Blainville-Boisbriand,QMJHL,1996-10-30,Quebec,QC,CAN,3,3,2015,FALSE,Samuel Montembeault
G,L,76,202,Portland,WHL,1996-05-11,Comox,BC,CAN,9,4,2015,FALSE,Adin Hill
G,L,76,192,Liberec Jr.,CZREP-JR.,1997-01-06,Liberec,NA,CZE,9,4,2015,TRUE,Ales Stezka
G,L,75,185,Topeka,NAHL,1997-05-24,Bratislava,NA,SVK,4,5,2015,FALSE,Matej Tomek
G,L,75,201,Linkoping U18,SWEDEN-JR. U18,1997-06-05,Zug,NA,CHE,11,5,2015,TRUE,Joren Van Pottelberghe
G,R,73,183,Karpat,FINLAND,1997-02-13,Jyvaskyla,NA,FIN,7,6,2015,TRUE,Veini Vehvilainen
G,L,73,199,NA,NA,1997-06-09,Clarkson,MI,USA,20,6,2015,FALSE,Ryan Larkin
G,L,71,180,BRATISLAVA,SLOVAKIA,1995-04-04,Kezmarok,NA,SVK,4,7,2015,TRUE,Denis Godla
G,L,75,189,NA,NA,1997-01-11,Maple Ridge,BC,CAN,13,7,2015,FALSE,Nick McBride
G,L,77,198,Farjestad Jr.,SWEDEN-JR.,1997-05-02,Mariestad,NA,SWE,6,8,2015,TRUE,Adam Werner
G,L,75,196,Lawrence Academy,HIGH-MA,1997-03-27,Bedford,NH,USA,16,8,2015,FALSE,Mike Robinson
G,R,74,178,NA,NA,1997-07-31,Drayton Valley,AB,CAN,8,9,2015,FALSE,Nick Schneider
G,L,70,185,AALBORG,DENMARK,1995-05-15,Herning,NA,DNK,10,9,2015,TRUE,George Sorensen
G,L,74,197,Cushing Academy,HIGH-MA,1996-08-19,Boston,MA,USA,29,10,2015,FALSE,Joel Daccord
G,L,73,181,SAN JOSE,NHL,1996-02-10,Moscow,NA,RUS,NA,10,2015,TRUE,Alexander Georgiyev
G,R,76,197,NA,NA,1996-09-14,Toronto,ON,CAN,14,11,2015,FALSE,Liam Herbst
G,L,74,190,USA U-18,USHL,1997-02-27,Effingham,IL,USA,5,12,2015,FALSE,Luke Opilka
G,L,74,214,NA,NA,1997-05-06,Washington,DC,USA,7,13,2015,FALSE,Michael Lackey
G,L,74,199,NA,NA,1996-05-31,Saskatoon,SK,CAN,12,14,2015,FALSE,Rylan Toth
G,L,73,190,NA,NA,1996-05-22,Larkspur,CO,USA,NA,15,2015,FALSE,Cale Morris
G,L,76,202,Green Bay,USHL,1997-05-12,Zvolen,NA,SVK,5,16,2015,FALSE,Adam Huska
G,L,70,186,NA,NA,1996-11-16,Saskatoon,SK,CAN,31,17,2015,FALSE,Rylan Parenteau
G,L,71,181,NA,NA,1996-11-24,Glen Rock,NJ,USA,11,18,2015,FALSE,Christopher Birdsall
G,L,74,202,Kamloops,WHL,1997-03-31,Imperial,SK,CAN,33,19,2015,FALSE,Connor Ingram
G,L,76,193,NA,NA,1997-02-20,Kanata,ON,CAN,10,20,2015,FALSE,Connor Hicks
G,L,73,211,NA,NA,1997-07-09,Winnipeg,MB,CAN,6,21,2015,FALSE,Michael McNiven
G,L,76,192,Johnstown,NAHL,1997-03-31,Macomb,MI,USA,15,22,2015,FALSE,Ryan Bednard
G,L,78,176,Austin,NAHL,1997-02-27,Parker,CO,USA,18,23,2015,FALSE,Evan Smith
G,L,76,205,NA,NA,1996-06-20,Highlands Ranch,CO,USA,NA,24,2015,FALSE,Austin Shaw
G,L,79,233,NA,NA,1995-12-20,Halifax,NS,CAN,26,25,2015,FALSE,Jack Flinn
G,L,74,195,NA,NA,1995-03-09,Nobleton,ON,CAN,NA,26,2015,FALSE,Lucas Peressini
G,L,73,196,NA,NA,1996-08-17,Raleigh,NC,USA,28,27,2015,FALSE,Logan Halladay
G,L,73,170,NA,NA,1996-04-10,Edmonton,AB,CAN,25,28,2015,FALSE,Jordan Papirny
G,L,75,214,Omaha,USHL,1997-06-25,Anchorage,AK,USA,NA,29,2015,FALSE,Kristian Oldham
G,L,76,214,NA,NA,1995-08-24,Edmonton,AB,CAN,NA,30,2015,FALSE,Landon Bow
G,L,72,187,INGOLSTADT,GERMANY,1997-04-02,Porvoo,NA,FIN,8,NA,2015,TRUE,Christian Heljanko
G,L,76,211,Kingston,OHL,1997-05-25,Markham,ON,CAN,17,NA,2015,FALSE,Jeremy Helvig
G,L,75,206,NA,NA,1997-01-19,St. Louis Park,MN,USA,19,NA,2015,FALSE,Jens (Vaughan) Ahrens
G,L,73,200,KHABAROVSK,RUSSIA,1997-05-01,Hindsdale,IL,USA,21,NA,2015,FALSE,Matthew Jurusik
G,R,78,220,NA,NA,1997-03-29,Surrey,BC,CAN,22,NA,2015,FALSE,Stefan Wornig
G,L,73,175,NA,NA,1997-07-15,Caraquet,NB,CAN,23,NA,2015,FALSE,Frederic Foulem
G,L,76,196,NA,NA,1997-03-27,Santa Clarita,CA,USA,24,NA,2015,FALSE,Trevin Kozlowski
G,L,72,179,NA,NA,1997-07-31,St. Catharines,ON,CAN,27,NA,2015,FALSE,Zack Bowman
G,L,72,159,NA,NA,1997-04-04,Repentigny,QC,CAN,30,NA,2015,FALSE,Jeremy Belisle
G,L,71,187,NA,NA,1997-08-20,Chicoutimi,QC,CAN,32,NA,2015,FALSE,Olivier Tremblay
G,L,76,206,Aberdeen,NAHL,1997-05-24,Minneapolis,MN,USA,34,NA,2015,FALSE,Peter Thome
G,L,73,178,NA,NA,1997-05-01,Pinella Park,FL,USA,35,NA,2015,FALSE,Conor O'Brien
G,L,74,190,Lulea Jr.,SWEDEN-JR.,1998-06-07,Skelleftea,NA,SWE,1,1,2016,TRUE,Filip Gustavsson
G,L,75,203,Sherbrooke,QMJHL,1998-01-28,St. Johns,NL,CAN,2,1,2016,FALSE,Evan Fitzpatrick
G,L,74,186,Everett,WHL,1998-08-13,Sherwood Park,AB,CAN,1,2,2016,FALSE,Carter Hart
G,L,73,191,MALMO,SWEDEN,1997-11-14,Uppsala,NA,SWE,6,2,2016,TRUE,Daniel Marmenlind
G,R,73,183,Karpat,FINLAND,1997-02-13,Jyvaskyla,NA,FIN,4,3,2016,TRUE,Veini Vehvilainen
G,L,73,182,London,OHL,1997-09-18,Mt. Clemas,MI,USA,6,3,2016,FALSE,Tyler Parsons
G,L,73,190,SPARTA,CZECHIA,1998-01-31,"Pelhrimov, Czech Republic",NA,CZE,8,4,2016,FALSE,Josef Korenar
G,L,76,219,Carleton Place,CCHL,1998-03-04,North Bay,ON,CAN,17,4,2016,FALSE,Colton Point
G,L,74,180,Team Russia U18,RUSSIA-JR.,1998-03-01,Ufa,NA,RUS,3,5,2016,TRUE,Mikhail Berdin
G,L,75,202,USA U-18,USHL,1998-07-12,St.Louis,MO,USA,8,5,2016,FALSE,Joseph Woll
G,L,72,179,CLEVELAND,AHL,1997-12-30,Calgary,AB,CAN,3,6,2016,FALSE,Zachary Sawchenko
G,L,77,206,Ec Salzburg 2,RBHS U20,1998-07-31,Turnhout,NA,BEL,NA,6,2016,TRUE,Wouter Peeters
G,L,72,213,KLADNO,CZECHIA,1998-06-19,Prague,NA,CZE,2,7,2016,TRUE,Adam Brizgala
G,L,74,187,NA,NA,1997-09-17,Sainte-Eustache,QC,CAN,13,7,2016,FALSE,Antoine Samuel
G,L,74,180,NA,NA,1996-06-02,Moscow,NA,RUS,10,8,2016,TRUE,Sergei Bolshakov
G,L,74,202,Kamloops,WHL,1997-03-31,Imperial,SK,CAN,12,8,2016,FALSE,Connor Ingram
G,L,73,185,NA,NA,1998-03-17,Chatham,ON,CAN,4,9,2016,FALSE,Joseph Raaymakers
G,L,74,196,NA,NA,1998-01-28,Moscow,NA,RUS,7,9,2016,TRUE,Georgy Kuznetsov
G,L,74,193,Peterborough,OHL,1998-01-03,St. Catherines,ON,CAN,5,10,2016,FALSE,Dylan Wells
G,L,74,196,Djurgarden Jr.,SWEDEN-JR.,1998-08-17,Stockholm,NA,SWE,5,10,2016,TRUE,Filip Larsson
G,L,74,216,Saginaw,OHL,1997-11-06,Bowmanville,ON,CAN,7,11,2016,FALSE,Evan Cormier
G,L,72,167,NA,NA,1998-06-12,Kuopio,NA,FIN,NA,11,2016,TRUE,Leevi Laakso
G,L,74,184,NA,NA,1997-09-24,Renton,WA,USA,9,12,2016,FALSE,Evan Sarthou
G,L,74,176,SPORT,FINLAND,1998-07-15,Loppi,NA,FIN,9,12,2016,TRUE,Niilo Halonen
G,L,75,197,Janesville,NAHL,1998-01-06,Mississauga,ON,CAN,10,13,2016,FALSE,Jack Lafontaine
G,L,75,207,NA,NA,1998-03-24,Visp,NA,CHE,14,13,2016,TRUE,Matteo Ritz
G,L,73,181,NA,NA,1998-07-21,New Westminister,BC,CAN,11,14,2016,FALSE,Brody Willms
G,L,74,213,NA,NA,1996-01-23,NA,NA,SWE,12,14,2016,TRUE,Robin Jensen
G,L,72,185,VAXJO,SWEDEN,1996-09-28,Lahti,NA,FIN,11,15,2016,TRUE,Emil Larmi
G,L,76,211,Kingston,OHL,1997-05-25,Markham,ON,CAN,NA,15,2016,FALSE,Jeremy Helvig
G,L,74,199,NA,NA,1996-05-31,Saskatoon,SK,CAN,NA,16,2016,FALSE,Rylan Toth
G,L,73,200,KHABAROVSK,RUSSIA,1997-05-01,Hindsdale,IL,USA,15,17,2016,FALSE,Matthew Jurusik
G,L,74,187,NA,NA,1998-02-07,Amherst,NY,USA,16,18,2016,FALSE,Tyler Johnson
G,L,72,203,NA,NA,1997-11-13,Pickering,ON,CAN,14,19,2016,FALSE,Troy Timpano
G,L,74,181,ROSENHEIM,GERMANY-2,1997-09-23,Vancouver,BC,CAN,18,20,2016,FALSE,Cody Porter
G,L,74,186,NA,NA,1996-08-20,Whitehorse,YT,CAN,20,21,2016,FALSE,Ty Edmonds
G,L,76,203,NA,NA,1998-09-14,Jackson,MS,USA,25,22,2016,FALSE,Stephen Dhillon
G,L,75,198,VIENNA,AUSTRIA,1996-02-14,Langhorne,PA,USA,22,23,2016,FALSE,Peyton Jones
G,L,78,231,NA,NA,1997-02-16,Rochester,MI,USA,23,24,2016,FALSE,David Ovsjannikov
G,L,72,191,MILWAUKEE,AHL,1998-02-02,Edmonton,AB,CAN,27,25,2016,FALSE,Matthew Murray
G,L,72,187,NA,NA,1996-02-09,Anchorage,AK,USA,NA,26,2016,FALSE,Eric Schierhorn
G,L,76,193,NA,NA,1997-02-20,Kanata,ON,CAN,NA,27,2016,FALSE,Connor Hicks
G,L,76,189,NA,NA,1995-06-27,Gothenburg,NA,SWE,NA,28,2016,FALSE,Zackarias Skog
G,L,72,181,NA,NA,1998-08-22,Halifax,NS,CAN,NA,29,2016,FALSE,Reilly Pickard
G,L,75,202,Leamington,GOJHL,1998-01-14,Leamington,ON,CAN,NA,30,2016,FALSE,Tyler Wall
G,L,72,187,NA,NA,1998-01-02,Kauhava,NA,FIN,13,NA,2016,TRUE,Severi Isokangas
G,L,74,192,St. Cloud State,NCHC,1998-05-05,Povazska Bystrica,NA,SVK,15,NA,2016,FALSE,David Hrenak
G,L,76,206,Aberdeen,NAHL,1997-05-24,Minneapolis,MN,USA,19,NA,2016,FALSE,Peter Thome
G,L,74,199,NA,NA,1998-07-11,Buffalo,NY,USA,21,NA,2016,FALSE,Matthew Ladd
G,L,74,214,NA,NA,1998-06-22,St.Louis,MO,USA,26,NA,2016,FALSE,Tommy Nappier
G,L,73,186,NA,NA,1998-08-10,Halifax,NS,CAN,28,NA,2016,FALSE,Mark Grametbauer
G,L,75,189,NA,NA,1997-01-11,Maple Ridge,BC,CAN,29,NA,2016,FALSE,Nick McBride
G,L,75,177,NA,NA,1997-11-17,Pointe- Clare,QC,CAN,30,NA,2016,FALSE,James Povall
G,L,76,198,HPK Jr.,Finland Jr.,1999-03-09,Espoo,NA,FIN,1,1,2017,TRUE,Ukko-Pekka Luukkonen
G,L,76,218,Boston University,H-EAST,1998-12-18,Lakeville,MN,USA,3,1,2017,FALSE,Jake Oettinger
G,L,77,174,Muskegon,USHL,1999-02-09,Wilbraham,MA,USA,1,2,2017,FALSE,Keith Petruzzelli
G,L,75,207,Farjestad Jr.,SWEDEN-JR.,1999-06-22,Karlstad,NA,SWE,2,2,2017,TRUE,Olle Eriksson Ek
G,L,75,169,Prince Albert,WHL,1999-01-11,Calgary,AB,CAN,2,3,2017,FALSE,Ian Scott
G,L,72,172,VAXJO,SWEDEN,1999-07-31,Vastervik,NA,SWE,NA,3,2017,TRUE,Adam Ahman
G,L,74,208,C. Budejovice Jr.,CZREP-JR.,1999-02-24,Prague,NA,CZE,6,4,2017,TRUE,Jiri Patera
G,L,72,205,Windsor,OHL,1999-06-09,Windsor,ON,CAN,7,4,2017,FALSE,Michael Dipietro
G,L,75,200,Lethbridge,WHL,1998-11-01,Edmonton,AB,CAN,9,5,2017,FALSE,Stuart Skinner
G,L,75,187,Dynamo St. Petersburg 2,RUSSIA-JR.,1999-01-29,Gomel,NA,BLR,NA,5,2017,TRUE,Kirill Ustimenko
G,L,73,198,NA,NA,1998-11-04,Eden Prairie,MN,USA,6,6,2017,FALSE,Dayton Rasmussen
G,L,72,176,MODO,SWEDEN,1999-02-25,Lahti,NA,FIN,9,6,2017,TRUE,Lassi Lehtinen
G,L,74,220,CHEREPOVETS,RUSSIA,1997-01-27,Moscow,NA,RUS,4,7,2017,TRUE,Alexander Samoilov
G,L,75,198,Lincoln,USHL,1999-08-11,Farmington Hills,MI,USA,4,7,2017,FALSE,Cayden Primeau
G,L,75,178,CHICAGO,NHL,1999-08-19,Gothenburg,NA,SWE,5,8,2017,TRUE,Arvid Soderblom
G,L,73,189,Kamloops,WHL,1998-09-20,Lantzville,BC,CAN,17,8,2017,FALSE,Dylan Ferguson
G,L,75,192,Green Bay,USHL,1999-07-22,Kaliningrad,NA,RUS,5,9,2017,FALSE,Maksim Zhukov
G,L,74,176,Jokerit Jr.,Finland Jr.,1999-04-19,Vantaa,NA,FIN,7,9,2017,TRUE,Eetu Makiniemi
G,L,77,185,Ufa 2,RUSSIA-JR.,1999-03-27,Novokuznetsk,NA,RUS,3,10,2017,TRUE,Daniil Tarasov
G,R,77,225,NA,NA,1999-01-22,Quebec City,QC,CAN,16,10,2017,FALSE,Dereck Baribeau
G,L,74,183,KUNLUN RED STAR,RUSSIA,1999-03-08,Hollywood,FL,USA,10,11,2017,FALSE,Kyle Keyser
G,L,75,207,NA,NA,1998-03-24,Visp,NA,CHE,NA,11,2017,TRUE,Matteo Ritz
G,L,74,176,NA,NA,1999-07-13,Nitra,NA,SVK,10,12,2017,TRUE,Juraj Sklenar
G,L,74,187,Sioux Falls,USHL,1998-11-24,Anchorage,AK,USA,18,12,2017,FALSE,Jeremy Swayman
G,R,75,204,NA,NA,1999-04-28,Sherbrooke,QC,CAN,8,13,2017,FALSE,Alex D'Orio
G,L,78,198,PRESOV,SLOVAKIA-2,1999-05-01,Skalica,NA,SVK,NA,13,2017,TRUE,Juraj Ovecka
G,L,75,180,Corpus Christi,NAHL,1999-05-02,Trutnov,NA,CZE,13,14,2017,FALSE,Tomas Vomacka
G,L,76,194,Regina,WHL,1999-03-31,St. John's,NL,CAN,11,15,2017,FALSE,Jordan Hollett
G,L,74,165,Sault Ste. Marie,OHL,1999-06-03,Kingston,ON,CAN,14,16,2017,FALSE,Matt Villalta
G,L,73,190,SPARTA,CZECHIA,1998-01-31,"Pelhrimov, Czech Republic",NA,CZE,15,17,2017,FALSE,Josef Korenar
G,L,76,191,NA,NA,1998-09-23,Brigden,ON,CAN,12,18,2017,FALSE,Kaden Fulcher
G,L,73,170,NA,NA,1999-01-07,Mississagua,ON,CAN,23,19,2017,FALSE,Jake McGrath
G,L,73,199,NA,NA,1997-06-09,Clarkson,MI,USA,20,20,2017,FALSE,Ryan Larkin
G,L,76,203,NA,NA,1998-09-14,Jackson,MS,USA,19,21,2017,FALSE,Stephen Dhillon
G,L,74,194,SPORT,FINLAND,1999-05-23,Helsinki,NA,FIN,21,22,2017,FALSE,Daniel Lebedeff
G,L,74,189,NA,NA,1997-03-14,Phoenix,AZ,USA,NA,23,2017,FALSE,Jaxon Castor
G,L,74,192,St. Cloud State,NCHC,1998-05-05,Povazska Bystrica,NA,SVK,26,24,2017,FALSE,David Hrenak
G,L,76,190,NA,NA,1999-06-03,Red Deer,AB,CAN,31,25,2017,FALSE,Dawson Weatherill
G,R,75,205,Waterloo,USHL,1999-07-22,New Prague,MN,USA,22,26,2017,FALSE,Jared Moe
G,L,74,192,NA,NA,1999-03-27,Oakville,ON,CAN,25,27,2017,FALSE,Christian Propp
G,L,75,190,NA,NA,1999-05-01,Lakewood,OH,USA,NA,28,2017,FALSE,Adam Scheel
G,L,72,191,MILWAUKEE,AHL,1998-02-02,Edmonton,AB,CAN,24,29,2017,FALSE,Matthew Murray
G,L,76,173,NA,NA,1999-05-28,Barrie,ON,CAN,NA,30,2017,FALSE,Luke Richardson
G,L,77,180,Youngstown,USHL,1999-03-05,Moscow,NA,RUS,30,31,2017,FALSE,Ivan Prosvetov
G,L,79,216,NA,NA,1999-05-19,Landsberg am Lech,NA,DEU,8,NA,2017,TRUE,Benjamin Beck
G,L,72,220,NA,NA,1998-06-08,Newmarket,ON,CAN,27,NA,2017,FALSE,Olivier Lafreniere
G,L,76,222,NA,NA,1999-04-10,London,ON,CAN,28,NA,2017,FALSE,Aidan Hughes
G,L,75,196,Vernon,BCHL,1999-07-05,Richmond,BC,CAN,29,NA,2017,FALSE,Ty Taylor
G,L,73,156,Drummondville,QMJHL,2000-07-06,Chicoutimi,QC,CAN,2,1,2018,FALSE,Olivier Rodrigue
G,L,73,166,Trebic,CZREP-2,2000-06-22,Brno,NA,CZE,3,1,2018,TRUE,Lukas Dostal
G,L,75,192,Jihlava,CZREP,1999-11-10,Jihlava,NA,CZE,1,2,2018,TRUE,Jakub Skarek
